profil,date,conso_ref
P013,2027-01-12,0.7180144
P013,2027-01-13,0.7180144
P013,2027-01-14,0.7180144
P013,2027-01-15,0.7226719966666667
P013,2027-01-16,0.31255745
P013,2027-01-17,0.31328333833333333
P013,2027-01-18,0.73897358
P013,2027-01-19,0.74595997
P013,2027-01-20,0.75294636
P013,2027-01-21,0.75993276
P013,2027-01-22,0.76691915
P013,2027-01-23,0.31763867
P013,2027-01-24,0.31836456
P013,2027-01-25,0.78787832
P013,2027-01-26,0.79486472
P013,2027-01-27,0.80185111
P013,2027-01-28,0.8088375
P013,2027-01-29,0.8158238933333333
P013,2027-01-30,0.3227199
P013,2027-01-31,0.3233248083333333
P013,2027-02-01,0.82979668
P013,2027-02-02,0.83678307
P013,2027-02-03,0.84376946
P013,2027-02-04,0.85075585
P013,2027-02-05,0.8577422433333333
P013,2027-02-06,0.32707524
P013,2027-02-07,0.3278011283333333
P013,2027-02-08,0.87870142
P013,2027-02-09,0.88568781
P013,2027-02-10,0.8926742
P013,2027-02-11,0.8996606
P013,2027-02-12,0.90664699
P013,2027-02-13,0.33215646
P013,2027-02-14,0.33177613166666664
P013,2027-02-15,0.92760616
P013,2027-02-16,0.93143323
P013,2027-02-17,0.9352603
P013,2027-02-18,0.93908737
P013,2027-02-19,0.9429144366666666
P013,2027-02-20,0.32894105
P013,2027-02-21,0.32800761333333334
P013,2027-02-22,0.95439564
P013,2027-02-23,0.95822271
P013,2027-02-24,0.96204978
P013,2027-02-25,0.96587685
P013,2027-02-26,0.9697039166666667
P013,2027-02-27,0.32240699
P013,2027-02-28,0.3211624066666667
P013,2027-03-01,0.98883926
P013,2027-03-02,0.99266632
P013,2027-03-03,0.99649339
P013,2027-03-04,1.00032046
P013,2027-03-05,1.00414753
P013,2027-03-06,0.31400606
P013,2027-03-07,0.31307262166666666
P013,2027-03-08,1.01562873
P013,2027-03-09,1.0194558
P013,2027-03-10,1.02328287
P013,2027-03-11,1.02710994
P013,2027-03-12,1.0309370066666668
P013,2027-03-13,0.307472
P013,2027-03-14,0.31010633000000004
P013,2027-03-15,1.04241821
P013,2027-03-16,1.04896078
P013,2027-03-17,1.05550334
P013,2027-03-18,1.06204591
P013,2027-03-19,1.0685884733333333
P013,2027-03-20,0.32769619
P013,2027-03-21,0.332114405
P013,2027-03-22,1.08821616
P013,2027-03-23,1.09475873
P013,2027-03-24,1.10130129
P013,2027-03-25,1.10784386
P013,2027-03-26,1.1143864233333334
P013,2027-03-27,0.35862369
P013,2027-03-28,0.36241073
P013,2027-03-29,0.36619777
P013,2027-03-30,1.14055668
P013,2027-03-31,1.14709924
P013,2027-04-01,1.14709924
P013,2027-04-02,1.15364181
P013,2027-04-03,0.38513297
P013,2027-04-04,0.38955119
P013,2027-04-05,1.1732694975
P013,2027-04-06,1.17981206
P013,2027-04-07,1.18635463
P013,2027-04-08,1.19289719
P013,2027-04-09,1.19943975
P013,2027-04-10,0.41606047
P013,2027-04-11,0.42047869
P013,2027-04-12,1.21906745
P013,2027-04-13,1.22561001
P013,2027-04-14,1.23215258
P013,2027-04-15,1.23869514
P013,2027-04-16,1.24007507
P013,2027-04-17,0.43783728
P013,2027-04-18,0.43768014
P013,2027-04-19,1.24421484
P013,2027-04-20,1.24559476
P013,2027-04-21,1.24697469
P013,2027-04-22,1.24835461
P013,2027-04-23,1.24973454
P013,2027-04-24,0.43673734
P013,2027-04-25,0.43658021
P013,2027-04-26,1.25387431
P013,2027-04-27,1.25525424
P013,2027-04-28,1.25663416
P013,2027-04-29,1.25801409
P013,2027-04-30,1.25939401
P013,2027-05-01,0.43563741
P013,2027-05-02,0.43548027
P013,2027-05-03,1.26353379
P013,2027-05-04,1.26491371
P013,2027-05-05,1.26629364
P013,2027-05-06,0.43485173666666666
P013,2027-05-07,1.26905349
P013,2027-05-08,0.43453747
P013,2027-05-09,0.43438034
P013,2027-05-10,1.27319326
P013,2027-05-11,1.27457319
P013,2027-05-12,1.27595311
P013,2027-05-13,1.2773330349999998
P013,2027-05-14,1.27871296
P013,2027-05-15,0.43343753
P013,2027-05-16,0.43362814
P013,2027-05-17,0.433818745
P013,2027-05-18,1.29420012
P013,2027-05-19,1.2989025300000001
P013,2027-05-20,1.30360494
P013,2027-05-21,1.30830735
P013,2027-05-22,0.43477177
P013,2027-05-23,0.43496238
P013,2027-05-24,1.32241458
P013,2027-05-25,1.32711699
P013,2027-05-26,1.3318194
P013,2027-05-27,1.33652181
P013,2027-05-28,1.34122422
P013,2027-05-29,0.43610601
P013,2027-05-30,0.43629661
P013,2027-05-31,1.35533145
P013,2027-06-01,1.35533145
P013,2027-06-02,1.36003386
P013,2027-06-03,1.36473627
P013,2027-06-04,1.36943868
P013,2027-06-05,0.43724964
P013,2027-06-06,0.43744025
P013,2027-06-07,1.38354591
P013,2027-06-08,1.38824832
P013,2027-06-09,1.39295073
P013,2027-06-10,1.39765314
P013,2027-06-11,1.40235555
P013,2027-06-12,0.43858388
P013,2027-06-13,0.43877448
P013,2027-06-14,1.41646278
P013,2027-06-15,1.42116519
P013,2027-06-16,1.41818009
P013,2027-06-17,1.415195
P013,2027-06-18,1.41220991
P013,2027-06-19,0.4356419
P013,2027-06-20,0.43476345
P013,2027-06-21,1.40325463
P013,2027-06-22,1.40026954
P013,2027-06-23,1.39728445
P013,2027-06-24,1.39429935
P013,2027-06-25,1.39131426
P013,2027-06-26,0.42949276
P013,2027-06-27,0.42861431
P013,2027-06-28,1.38235898
P013,2027-06-29,1.37937389
P013,2027-06-30,1.3763888
P013,2027-07-01,1.3734037
P013,2027-07-02,1.37041861
P013,2027-07-03,0.42334362
P013,2027-07-04,0.42246517
P013,2027-07-05,1.36146333
P013,2027-07-06,1.35847824
P013,2027-07-07,1.35549315
P013,2027-07-08,1.35250805
P013,2027-07-09,1.34952296
P013,2027-07-10,0.41719448
P013,2027-07-11,0.41631603
P013,2027-07-12,1.34056768
P013,2027-07-13,1.33758259
P013,2027-07-14,0.41368068
P013,2027-07-15,1.3316124
P013,2027-07-16,1.32250701
P013,2027-07-17,0.41354495
P013,2027-07-18,0.4139163
P013,2027-07-19,1.29519083
P013,2027-07-20,1.28608544
P013,2027-07-21,1.27698004
P013,2027-07-22,1.26787465
P013,2027-07-23,1.25876926
P013,2027-07-24,0.41614444
P013,2027-07-25,0.4165158
P013,2027-07-26,1.23145308
P013,2027-07-27,1.22234768
P013,2027-07-28,1.21324229
P013,2027-07-29,1.20413689
P013,2027-07-30,1.1950315
P013,2027-07-31,0.41874393
P013,2027-08-01,0.41874393
P013,2027-08-02,1.17682071
P013,2027-08-03,1.16771532
P013,2027-08-04,1.15860993
P013,2027-08-05,1.14950453
P013,2027-08-06,1.14039914
P013,2027-08-07,0.42097207
P013,2027-08-08,0.42134343
P013,2027-08-09,1.11308296
P013,2027-08-10,1.10397757
P013,2027-08-11,1.09487217
P013,2027-08-12,1.08576678
P013,2027-08-13,1.07666139
P013,2027-08-14,0.42357157
P013,2027-08-15,0.42394292
P013,2027-08-16,1.0732154
P013,2027-08-17,1.0879802
P013,2027-08-18,1.102745
P013,2027-08-19,1.1175098
P013,2027-08-20,1.13227459
P013,2027-08-21,0.44344614
P013,2027-08-22,0.44669668
P013,2027-08-23,1.17656899
P013,2027-08-24,1.19133379
P013,2027-08-25,1.20609859
P013,2027-08-26,1.22086339
P013,2027-08-27,1.23562819
P013,2027-08-28,0.4661999
P013,2027-08-29,0.46945043
P013,2027-08-30,1.27992259
P013,2027-08-31,1.29468739
P013,2027-09-01,1.29468739
P013,2027-09-02,1.30945218
P013,2027-09-03,1.32421698
P013,2027-09-04,0.48570312
P013,2027-09-05,0.48895365
P013,2027-09-06,1.36851138
P013,2027-09-07,1.38327618
P013,2027-09-08,1.39804098
P013,2027-09-09,1.41280578
P013,2027-09-10,1.42757058
P013,2027-09-11,0.50845687
P013,2027-09-12,0.51170741
P013,2027-09-13,1.47186498
P013,2027-09-14,1.48662978
P013,2027-09-15,1.50139457
P013,2027-09-16,1.51547652
P013,2027-09-17,1.52955846
P013,2027-09-18,0.53852897
P013,2027-09-19,0.54421895
P013,2027-09-20,1.57180429
P013,2027-09-21,1.58588623
P013,2027-09-22,1.59996817
P013,2027-09-23,1.61405011
P013,2027-09-24,1.62813206
P013,2027-09-25,0.57835885
P013,2027-09-26,0.58404883
P013,2027-09-27,1.67037788
P013,2027-09-28,1.68445983
P013,2027-09-29,1.69854177
P013,2027-09-30,1.71262371
P013,2027-10-01,1.72670565
P013,2027-10-02,0.61818873
P013,2027-10-03,0.62387872
P013,2027-10-04,1.76895148
P013,2027-10-05,1.78303342
P013,2027-10-06,1.79711537
P013,2027-10-07,1.81119731
P013,2027-10-08,1.82527925
P013,2027-10-09,0.65801862
P013,2027-10-10,0.6637086
P013,2027-10-11,1.86752508
P013,2027-10-12,1.88160702
P013,2027-10-13,1.89568896
P013,2027-10-14,1.90977091
P013,2027-10-15,1.92385285
P013,2027-10-16,0.68780824
P013,2027-10-17,0.68345797
P013,2027-10-18,1.89354914
P013,2027-10-19,1.88344791
P013,2027-10-20,1.87334667
P013,2027-10-21,1.86324544
P013,2027-10-22,1.8531442
P013,2027-10-23,0.65735633
P013,2027-10-24,0.65300605
P013,2027-10-25,1.8228405
P013,2027-10-26,1.81273926
P013,2027-10-27,1.80263803
P013,2027-10-28,1.79253679
P013,2027-10-29,1.78243556
P013,2027-10-30,0.62690441
P013,2027-10-31,0.62255414
P013,2027-11-01,0.62255414
P013,2027-11-02,1.75213185
P013,2027-11-03,1.74203062
P013,2027-11-04,1.73192938
P013,2027-11-05,1.72182815
P013,2027-11-06,0.60080277
P013,2027-11-07,0.59645249
P013,2027-11-08,1.69152444
P013,2027-11-09,1.6814232
P013,2027-11-10,1.67132197
P013,2027-11-11,0.5790514
P013,2027-11-12,1.6511195
P013,2027-11-13,0.57035085
P013,2027-11-14,0.56600057
P013,2027-11-15,1.62081579
P013,2027-11-16,1.60336574
P013,2027-11-17,1.58591568
P013,2027-11-18,1.56846563
P013,2027-11-19,1.55101557
P013,2027-11-20,0.52217685
P013,2027-11-21,0.51428216
P013,2027-11-22,1.4986654
P013,2027-11-23,1.48121535
P013,2027-11-24,1.46376529
P013,2027-11-25,1.44631524
P013,2027-11-26,1.42886518
P013,2027-11-27,0.46691403
P013,2027-11-28,0.45901934
P013,2027-11-29,1.37651502
P013,2027-11-30,1.35906496
P013,2027-12-01,1.3416149
P013,2027-12-02,1.32416485
P013,2027-12-03,1.30671479
P013,2027-12-04,0.4116512
P013,2027-12-05,0.40375651
P013,2027-12-06,1.25436463
P013,2027-12-07,1.23691457
P013,2027-12-08,1.21946451
P013,2027-12-09,1.20201446
P013,2027-12-10,1.1845644
P013,2027-12-11,0.35638838
P013,2027-12-12,0.34849369
P013,2027-12-13,1.13221424
P013,2027-12-14,1.11476418
P013,2027-12-15,1.09731413
P013,2027-12-16,1.0846708
P013,2027-12-17,1.07202748
P013,2027-12-18,0.32351181
P013,2027-12-19,0.32307921
P013,2027-12-20,1.03409751
P013,2027-12-21,1.02145418
P013,2027-12-22,1.00881086
P013,2027-12-23,0.99616753
P013,2027-12-24,0.37112037
P013,2027-12-25,0.23838082
P013,2027-12-26,0.23838082
P013,2027-12-27,0.37112037
P013,2027-12-28,0.37112037
P013,2027-12-29,0.37112037
P013,2027-12-30,0.37112037
P013,2027-12-31,0.37112037
P013,2028-01-01,0.31183156
P013,2028-01-02,0.31183156
P013,2028-01-03,0.7180144
P013,2028-01-04,0.7180144
P013,2028-01-05,0.7180144
P013,2028-01-06,0.7180144
P013,2028-01-07,0.7180144
P013,2028-01-08,0.31183156
P013,2028-01-09,0.31183156
P013,2028-01-10,0.7180144
P013,2028-01-11,0.7180144
P013,2028-01-12,0.7180144
P013,2028-01-13,0.7180144
P013,2028-01-14,0.7180144
P013,2028-01-15,0.31183156
P013,2028-01-16,0.31255745
P013,2028-01-17,0.73198719
P013,2028-01-18,0.73897358
P013,2028-01-19,0.74595997
P013,2028-01-20,0.75294636
P013,2028-01-21,0.75993276
P013,2028-01-22,0.31691278
P013,2028-01-23,0.31763867
P013,2028-01-24,0.78089193
P013,2028-01-25,0.78787832
P013,2028-01-26,0.79486472
P013,2028-01-27,0.80185111
P013,2028-01-28,0.8088375
P013,2028-01-29,0.32199401
P013,2028-01-30,0.3227199
P013,2028-01-31,0.82979668
P013,2028-02-01,0.82979668
P013,2028-02-02,0.83678307
P013,2028-02-03,0.84376946
P013,2028-02-04,0.85075585
P013,2028-02-05,0.32634935
P013,2028-02-06,0.32707524
P013,2028-02-07,0.87171503
P013,2028-02-08,0.87870142
P013,2028-02-09,0.88568781
P013,2028-02-10,0.8926742
P013,2028-02-11,0.8996606
P013,2028-02-12,0.33143057
P013,2028-02-13,0.33215646
P013,2028-02-14,0.92061977
P013,2028-02-15,0.92760616
P013,2028-02-16,0.93143323
P013,2028-02-17,0.9352603
P013,2028-02-18,0.93908737
P013,2028-02-19,0.32987449
P013,2028-02-20,0.32894105
P013,2028-02-21,0.95056857
P013,2028-02-22,0.95439564
P013,2028-02-23,0.95822271
P013,2028-02-24,0.96204978
P013,2028-02-25,0.96587685
P013,2028-02-26,0.32334043
P013,2028-02-27,0.32240699
P013,2028-02-28,0.97735805
P013,2028-02-29,0.983098655
P013,2028-03-01,0.98883926
P013,2028-03-02,0.99266632
P013,2028-03-03,0.99649339
P013,2028-03-04,0.3160062757142857
P013,2028-03-05,0.31493949
P013,2028-03-06,1.0079746
P013,2028-03-07,1.01180167
P013,2028-03-08,1.01562873
P013,2028-03-09,1.0194558
P013,2028-03-10,1.02328287
P013,2028-03-11,0.3093388683333333
P013,2028-03-12,0.30840543
P013,2028-03-13,1.0347640733333334
P013,2028-03-14,1.03859114
P013,2028-03-15,1.04241821
P013,2028-03-16,1.04896078
P013,2028-03-17,1.05550334
P013,2028-03-18,0.32064365
P013,2028-03-19,0.32327798
P013,2028-03-20,1.0751310366666667
P013,2028-03-21,1.0816736
P013,2028-03-22,1.08821616
P013,2028-03-23,1.09475873
P013,2028-03-24,1.10130129
P013,2028-03-25,0.349787265
P013,2028-03-26,0.35420548
P013,2028-03-27,1.1209289866666667
P013,2028-03-28,1.12747155
P013,2028-03-29,1.13401411
P013,2028-03-30,1.14055668
P013,2028-03-31,1.14709924
P013,2028-04-01,0.37755889000000004
P013,2028-04-02,0.38134593
P013,2028-04-03,1.1601843725
P013,2028-04-04,1.166726935
P013,2028-04-05,1.1732694975
P013,2028-04-06,1.17981206
P013,2028-04-07,1.18635463
P013,2028-04-08,0.407224042
P013,2028-04-09,0.41164225600000004
P013,2028-04-10,1.2059823166666668
P013,2028-04-11,1.2125248833333333
P013,2028-04-12,1.21906745
P013,2028-04-13,1.22561001
P013,2028-04-14,1.23215258
P013,2028-04-15,0.4320510833333333
P013,2028-04-16,0.43494418166666665
P013,2028-04-17,0.43783728
P013,2028-04-18,1.2428349166666666
P013,2028-04-19,1.24421484
P013,2028-04-20,1.24559476
P013,2028-04-21,1.24697469
P013,2028-04-22,0.43705160666666665
P013,2028-04-23,0.4368944733333333
P013,2028-04-24,1.2511144633333333
P013,2028-04-25,1.2524943866666667
P013,2028-04-26,1.25387431
P013,2028-04-27,1.25525424
P013,2028-04-28,1.25663416
P013,2028-04-29,0.4359516766666667
P013,2028-04-30,0.43579454333333334
P013,2028-05-01,0.43563741
P013,2028-05-02,1.2621538633333333
P013,2028-05-03,1.26353379
P013,2028-05-04,1.26491371
P013,2028-05-05,1.26629364
P013,2028-05-06,0.43485173666666666
P013,2028-05-07,0.4346946033333333
P013,2028-05-08,0.43453747
P013,2028-05-09,1.2718133366666666
P013,2028-05-10,1.27319326
P013,2028-05-11,1.27457319
P013,2028-05-12,1.27595311
P013,2028-05-13,0.4337518
P013,2028-05-14,0.433594665
P013,2028-05-15,1.2823078766666667
P013,2028-05-16,1.2859027933333333
P013,2028-05-17,1.28949771
P013,2028-05-18,1.29420012
P013,2028-05-19,1.2989025300000001
P013,2028-05-20,0.43439056
P013,2028-05-21,0.434581165
P013,2028-05-22,1.31300976
P013,2028-05-23,1.31771217
P013,2028-05-24,1.32241458
P013,2028-05-25,0.435343586
P013,2028-05-26,1.3318194
P013,2028-05-27,0.435724798
P013,2028-05-28,0.435915404
P013,2028-05-29,1.34592663
P013,2028-05-30,1.35062904
P013,2028-05-31,1.35533145
P013,2028-06-01,1.35533145
P013,2028-06-02,1.36003386
P013,2028-06-03,0.43693196333333334
P013,2028-06-04,0.43709080166666664
P013,2028-06-05,0.43724964
P013,2028-06-06,1.3788435000000001
P013,2028-06-07,1.38354591
P013,2028-06-08,1.38824832
P013,2028-06-09,1.39295073
P013,2028-06-10,0.43820266999999996
P013,2028-06-11,0.43839327499999997
P013,2028-06-12,1.40705796
P013,2028-06-13,1.41176037
P013,2028-06-14,1.41646278
P013,2028-06-15,1.42116519
P013,2028-06-16,1.41818009
P013,2028-06-17,0.43668609333333336
P013,2028-06-18,0.4361639966666667
P013,2028-06-19,1.4092248166666668
P013,2028-06-20,1.4062397233333332
P013,2028-06-21,1.40325463
P013,2028-06-22,1.40026954
P013,2028-06-23,1.39728445
P013,2028-06-24,0.43124965666666665
P013,2028-06-25,0.4303712083333333
P013,2028-06-26,1.3883291666666666
P013,2028-06-27,1.3853440733333333
P013,2028-06-28,1.38235898
P013,2028-06-29,1.37937389
P013,2028-06-30,1.3763888
P013,2028-07-01,0.42510051666666665
P013,2028-07-02,0.4242220683333333
P013,2028-07-03,1.3674335166666667
P013,2028-07-04,1.3644484233333334
P013,2028-07-05,1.36146333
P013,2028-07-06,1.35847824
P013,2028-07-07,1.35549315
P013,2028-07-08,0.41895137666666665
P013,2028-07-09,0.4180729283333333
P013,2028-07-10,1.3465378666666667
P013,2028-07-11,1.3435527733333332
P013,2028-07-12,1.34056768
P013,2028-07-13,1.33758259
P013,2028-07-14,0.41368068
P013,2028-07-15,0.4136354366666667
P013,2028-07-16,0.41359019333333336
P013,2028-07-17,1.3134016166666667
P013,2028-07-18,1.3042962233333333
P013,2028-07-19,1.29519083
P013,2028-07-20,1.28608544
P013,2028-07-21,1.27698004
P013,2028-07-22,0.4154017266666667
P013,2028-07-23,0.41577308333333335
P013,2028-07-24,1.2496638666666666
P013,2028-07-25,1.2405584733333335
P013,2028-07-26,1.23145308
P013,2028-07-27,1.22234768
P013,2028-07-28,1.21324229
P013,2028-07-29,0.41800122
P013,2028-07-30,0.41837257499999997
P013,2028-07-31,1.1889612366666666
P013,2028-08-01,1.1828909733333335
P013,2028-08-02,1.17682071
P013,2028-08-03,1.16771532
P013,2028-08-04,1.15860993
P013,2028-08-05,0.42022935666666666
P013,2028-08-06,0.4206007133333333
P013,2028-08-07,1.1312937466666666
P013,2028-08-08,1.1221883533333334
P013,2028-08-09,1.11308296
P013,2028-08-10,1.10397757
P013,2028-08-11,1.09487217
P013,2028-08-12,0.4228288566666667
P013,2028-08-13,0.42320021333333335
P013,2028-08-14,1.0755127266666666
P013,2028-08-15,0.42394292
P013,2028-08-16,1.0732154
P013,2028-08-17,1.0879802
P013,2028-08-18,1.102745
P013,2028-08-19,0.43694506666666666
P013,2028-08-20,0.4401956033333333
P013,2028-08-21,1.14703939
P013,2028-08-22,1.16180419
P013,2028-08-23,1.17656899
P013,2028-08-24,1.19133379
P013,2028-08-25,1.20609859
P013,2028-08-26,0.45969882666666667
P013,2028-08-27,0.46294936333333336
P013,2028-08-28,1.25039299
P013,2028-08-29,1.26515779
P013,2028-08-30,1.27992259
P013,2028-08-31,1.29468739
P013,2028-09-01,1.29468739
P013,2028-09-02,0.48028555666666667
P013,2028-09-03,0.48299433833333333
P013,2028-09-04,1.3389817800000001
P013,2028-09-05,1.35374658
P013,2028-09-06,1.36851138
P013,2028-09-07,1.38327618
P013,2028-09-08,1.39804098
P013,2028-09-09,0.5019557966666667
P013,2028-09-10,0.5052063333333333
P013,2028-09-11,1.44233538
P013,2028-09-12,1.45710018
P013,2028-09-13,1.47186498
P013,2028-09-14,1.48662978
P013,2028-09-15,1.50139457
P013,2028-09-16,0.52958845
P013,2028-09-17,0.53405871
P013,2028-09-18,1.5436404033333333
P013,2028-09-19,1.5577223466666668
P013,2028-09-20,1.57180429
P013,2028-09-21,1.58588623
P013,2028-09-22,1.59996817
P013,2028-09-23,0.56697888333333335
P013,2028-09-24,0.5726688666666666
P013,2028-09-25,1.642214
P013,2028-09-26,1.65629594
P013,2028-09-27,1.67037788
P013,2028-09-28,1.68445983
P013,2028-09-29,1.69854177
P013,2028-09-30,0.6068087633333333
P013,2028-10-01,0.6124987466666666
P013,2028-10-02,1.7407875933333332
P013,2028-10-03,1.7548695366666667
P013,2028-10-04,1.76895148
P013,2028-10-05,1.78303342
P013,2028-10-06,1.79711537
P013,2028-10-07,0.6466386533333334
P013,2028-10-08,0.6523286366666666
P013,2028-10-09,1.8393611933333334
P013,2028-10-10,1.8534431366666666
P013,2028-10-11,1.86752508
P013,2028-10-12,1.88160702
P013,2028-10-13,1.89568896
P013,2028-10-14,0.6797750266666667
P013,2028-10-15,0.6837916333333333
P013,2028-10-16,1.9137516133333334
P013,2028-10-17,1.9036503766666666
P013,2028-10-18,1.89354914
P013,2028-10-19,1.88344791
P013,2028-10-20,1.87334667
P013,2028-10-21,0.6660568766666667
P013,2028-10-22,0.6617066033333334
P013,2028-10-23,1.8430429666666668
P013,2028-10-24,1.8329417333333333
P013,2028-10-25,1.8228405
P013,2028-10-26,1.81273926
P013,2028-10-27,1.80263803
P013,2028-10-28,0.6356049566666666
P013,2028-10-29,0.6312546833333333
P013,2028-10-30,1.7748596325
P013,2028-10-31,1.767283705
P013,2028-11-01,0.62255414
P013,2028-11-02,1.75213185
P013,2028-11-03,1.74203062
P013,2028-11-04,0.609503318
P013,2028-11-05,0.605153044
P013,2028-11-06,1.7117269133333333
P013,2028-11-07,1.7016256766666666
P013,2028-11-08,1.69152444
P013,2028-11-09,1.6814232
P013,2028-11-10,1.67132197
P013,2028-11-11,0.5790514
P013,2028-11-12,0.574701125
P013,2028-11-13,1.6410182633333334
P013,2028-11-14,1.6309170266666666
P013,2028-11-15,1.62081579
P013,2028-11-16,1.60336574
P013,2028-11-17,1.58591568
P013,2028-11-18,0.5367847566666667
P013,2028-11-19,0.5294808033333334
P013,2028-11-20,1.5335655133333332
P013,2028-11-21,1.5161154566666666
P013,2028-11-22,1.4986654
P013,2028-11-23,1.48121535
P013,2028-11-24,1.46376529
P013,2028-11-25,0.48270340666666667
P013,2028-11-26,0.4748087183333333
P013,2028-11-27,1.4114151266666668
P013,2028-11-28,1.3939650733333333
P013,2028-11-29,1.37651502
P013,2028-11-30,1.35906496
P013,2028-12-01,1.3416149
P013,2028-12-02,0.42744058
P013,2028-12-03,0.41954589
P013,2028-12-04,1.2892647366666667
P013,2028-12-05,1.2718146833333333
P013,2028-12-06,1.25436463
P013,2028-12-07,1.23691457
P013,2028-12-08,1.21946451
P013,2028-12-09,0.3721777566666667
P013,2028-12-10,0.36428306833333335
P013,2028-12-11,1.1671143466666667
P013,2028-12-12,1.1496642933333332
P013,2028-12-13,1.13221424
P013,2028-12-14,1.11476418
P013,2028-12-15,1.09731413
P013,2028-12-16,0.33183910333333333
P013,2028-12-17,0.3276754566666667
P013,2028-12-18,1.0593841566666666
P013,2028-12-19,1.0467408333333335
P013,2028-12-20,1.03409751
P013,2028-12-21,1.02145418
P013,2028-12-22,1.00881086
P013,2028-12-23,0.26661361666666666
P013,2028-12-24,0.25249721833333333
P013,2028-12-25,0.23838082
P013,2028-12-26,0.37112037
P013,2028-12-27,0.37112037
P013,2028-12-28,0.37112037
P013,2028-12-29,0.37112037
P013,2028-12-30,0.28734798
P013,2028-12-31,0.29958977
P013,2029-01-01,0.31183156
P013,2029-01-02,0.6023830566666667
P013,2029-01-03,0.7180144
P013,2029-01-04,0.7180144
P013,2029-01-05,0.7180144
P013,2029-01-06,0.31183156
P013,2029-01-07,0.31183156
P013,2029-01-08,0.7180144
P013,2029-01-09,0.7180144
P013,2029-01-10,0.7180144
P013,2029-01-11,0.7180144
P013,2029-01-12,0.7180144
P013,2029-01-13,0.31183156
P013,2029-01-14,0.31183156
P013,2029-01-15,0.7226719966666667
P013,2029-01-16,0.7273295933333334
P013,2029-01-17,0.73198719
P013,2029-01-18,0.73897358
P013,2029-01-19,0.74595997
P013,2029-01-20,0.3154610033333333
P013,2029-01-21,0.3161868916666667
P013,2029-01-22,0.76691915
P013,2029-01-23,0.77390554
P013,2029-01-24,0.78089193
P013,2029-01-25,0.78787832
P013,2029-01-26,0.79486472
P013,2029-01-27,0.32054223
P013,2029-01-28,0.32126812
P013,2029-01-29,0.8158238933333333
P013,2029-01-30,0.8228102866666667
P013,2029-01-31,0.82979668
P013,2029-02-01,0.82979668
P013,2029-02-02,0.83678307
P013,2029-02-03,0.32513953333333334
P013,2029-02-04,0.32574444166666666
P013,2029-02-05,0.8577422433333333
P013,2029-02-06,0.8647286366666667
P013,2029-02-07,0.87171503
P013,2029-02-08,0.87870142
P013,2029-02-09,0.88568781
P013,2029-02-10,0.3299787933333333
P013,2029-02-11,0.33070468166666667
P013,2029-02-12,0.90664699
P013,2029-02-13,0.9136333799999999
P013,2029-02-14,0.92061977
P013,2029-02-15,0.92760616
P013,2029-02-16,0.93143323
P013,2029-02-17,0.33063514666666666
P013,2029-02-18,0.33025481833333337
P013,2029-02-19,0.9429144366666666
P013,2029-02-20,0.9467415033333333
P013,2029-02-21,0.95056857
P013,2029-02-22,0.95439564
P013,2029-02-23,0.95822271
P013,2029-02-24,0.32520730333333336
P013,2029-02-25,0.3242738666666667
P013,2029-02-26,0.9697039166666667
P013,2029-02-27,0.9735309833333333
P013,2029-02-28,0.97735805
P013,2029-03-01,0.98883926
P013,2029-03-02,0.99266632
P013,2029-03-03,0.31742865666666664
P013,2029-03-04,0.3161840733333333
P013,2029-03-05,1.00414753
P013,2029-03-06,1.0079746
P013,2029-03-07,1.01180167
P013,2029-03-08,1.01562873
P013,2029-03-09,1.0194558
P013,2029-03-10,0.31027230666666666
P013,2029-03-11,0.3093388683333333
P013,2029-03-12,1.0309370066666668
P013,2029-03-13,1.0347640733333334
P013,2029-03-14,1.03859114
P013,2029-03-15,1.04241821
P013,2029-03-16,1.04896078
P013,2029-03-17,0.31800932000000004
P013,2029-03-18,0.32064365
P013,2029-03-19,1.0685884733333333
P013,2029-03-20,1.0751310366666667
P013,2029-03-21,1.0816736
P013,2029-03-22,1.08821616
P013,2029-03-23,1.09475873
P013,2029-03-24,0.34536905
P013,2029-03-25,0.349787265
P013,2029-03-26,1.1143864233333334
P013,2029-03-27,1.1209289866666667
P013,2029-03-28,1.12747155
P013,2029-03-29,1.13401411
P013,2029-03-30,1.14055668
P013,2029-03-31,0.37377185
P014,2016-04-01,1.23972016
P014,2016-04-02,0.67362894
P014,2016-04-03,0.67277835
P014,2016-04-04,1.24518691
P014,2016-04-05,1.2476740099999999
P014,2016-04-06,1.25054043
P014,2016-04-07,1.25378618
P014,2016-04-08,1.25723198
P014,2016-04-09,0.65766597
P014,2016-04-10,0.65489656
P014,2016-04-11,1.2500609
P014,2016-04-12,1.2477303
P014,2016-04-13,1.24522043
P014,2016-04-14,1.24271055
P014,2016-04-15,1.24037995
P014,2016-04-16,0.63764101
P014,2016-04-17,0.63444554
P014,2016-04-18,1.2330296
P014,2016-04-19,1.23034045
P014,2016-04-20,1.22800985
P014,2016-04-21,1.22549998
P014,2016-04-22,1.22316938
P014,2016-04-23,0.61697696
P014,2016-04-24,0.61420755
P014,2016-04-25,1.2159983
P014,2016-04-26,1.21348843
P014,2016-04-27,1.21115783
P014,2016-04-28,1.20882723
P014,2016-04-29,1.20649663
P014,2016-04-30,0.59737806
P014,2016-05-01,0.59439562
P014,2016-05-02,1.19950484
